Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,-1,"Through the Amazon Marketplace, Amazon provides individuals or enterprises the opportunity to sell their goods on the Amazon platform. Worldwide, more than a million sellers use this Marketplace and thereby contribute to the success of Amazon. Amazon is growing its Marketplace aggressively worldwide. In this context, Amazon India Seller Services is setting up a new service to help with driving selection improvement on Amazon.

In order to drive improvement in the Amazon selection, this program will contribute in identification and on-boarding of new selection and drive efficiency of the existing selection.

About the Role: We are looking for a hands-on, detail oriented and highly motivated data analyst to help create data backed insights that will drive selection improvement . The candidate should be comfortable interfacing with technology systems and be able to analyze data and gather actionable conclusions. Operating in a rapidly changing environment will require the candidate to be adept at dealing with ambiguous, new and challenging situations. The candidate will be comfortable in executing repeatable processes.



Basic Qualifications

· Bachelor's degree in Computer Science, Engineering, Operations Research, Math, or related discipline.
· Minimum 2+ years of experience as an Analyst role preferred.
· Highly proficient in Microsoft Office and Windows based applications.
· SQL Knowledge and Hands-on experience is a must.
· Demonstrated Analytical ability, results-oriented environment with external customer interaction.
· Excellent written and verbal communication and presentation skills and the ability to express thoughts logically and succinctly.
· Entrepreneurial drive and demonstrated ability to achieve stretch goals in an innovative and fast-paced environment.

Preferred Qualifications


· Experience with E-Commerce, Retail and Business Analytics would be an advantage.
· Understanding of data warehousing, data modeling concept and building new DW tables
· Advanced SQL skills, fluent in R and/or Python, advanced Microsoft Office skills, particularly Excel and analytical platforms",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
Staff Machine Learning Engineer,-1,"Business Title
Staff Machine Learning Engineer

17-Apr-2020

Requisition Number
22965BR

Job Description and Requirements
Overview

Join a new and growing team at Synopsys focused on advancing state-of-the-art in Machine Learning. The team is working on developing Chip Design Solutions that will change the way how Chips are designed. Our focus is to develop ML driven technologies that could improve Quality of Results as well as Time to Results.

Ongoing research and development involve following technologies …
• Deep Learning
• Reinforcement Learning
• Bayesian Optimization, Gaussian Processes
• Unsupervised Learning
• Probabilistic Modeling
• Bayesian Network Modeling

Minimum Qualifications
• Exceptional team player
• Research oriented mindset : Should be able to review existing research publications in the relevant area and provide feedback on applicability in the current problem
• Strong understanding of Machine Learning fundamentals
• Strong analytical and communication skills
• Prior experience in some of the Machine Learning research areas listed above
• Proficiency in developing code in Python, TensorFlow, PyTorch, C++
• Object Oriented Software architecture Design

Education Requirements Required: Bachelor's, Computer Engineering and/or Computer Science and/or Electrical Engineering
Preferred: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering

Hiring Location
INDIA - Bangalore

Hire Type
Employee

Job Category
Engineering

Country
India",4.0,"Synopsys
4.0",Bengaluru,"Mountain View, CA",10000+ employees,1986,Company - Public,Computer Hardware & Software,Information Technology,₹100 to ₹500 billion (INR),"Cadence Design Systems, Mentor Graphics, Ansys"
CIEL/STF/2137: Data Scientist,-1,"Strong problem-solving skills with an emphasis on data transformation.
Work Experience of 3-6 years
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.",4.5,"CIEL HR Services
4.5",Bengaluru,"Bengaluru, India",201 to 500 employees,2015,Company - Private,Staffing & Outsourcing,Business Services,₹1 to ₹5 billion (INR),-1
Senior Data Scientist- AI,-1,"Description:
Background:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Description:
We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 5-7 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Science (Jupyter/Azure ML/MatLab),-1,"Accenture Technology powers our clients businesses with innovative technologiesestablished and emergingchanging the way their people and customers experience work, life and entertainment. Join Accenture Technology and youll translate the operational needs of the worlds governments and leading businesses into the innovative technical solutions that will enable them to better serve their customersyour friends, family and neighbors.Youll deliver everything from point solutions for a single business function to large, long-term outsourcing services, to complex systems integration installations spanning multiple businesses and functions. Youll create custom-designed solutions or integrate our technology platforms with their operations.

Role :Digital Data Engineering Practitioner
Role Description :Develop analytics based solutions that produce quantitative and qualitative business insights. Work with partners as necessary to integrate systems and data quickly and effectively, regardless of technical challenges or business environments.
Must Have Skills :Data Science (Jupyter/Azure ML/MatLab)
Good To Have Skills :Python Scripting,R Programming,Spark Programming
Job Requirements : Role: Data Scientist
Must Have:
1 Exp in Data science frameworks Jupyter notebook, AWS Sagemaker etc
2 Exp querying databases and using statistical computer languages: R, Python, SLQ, etc
3 Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis,
4 Exp with distributed data/computing tools: Map/Reduce, Flume, Drill, Hadoop, Hive, Spark, Gurobi, MySQL

Good to Have:
1 Coding knowledge and experience with several languages: C, C, Java, JavaScript, NodeJS
2 Experience using cloud services: RDS, Athena, Redshift, Kinesis, S3, AWS glue
3 Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks
4 Exp in visualizing/presenting data for stakeholders using: AWS Quicksight, Tableau, Periscope, Business Objects, D3, ggplot",3.9,"Accenture
3.9",Hyderabad,"Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,₹500+ billion (INR),"Cognizant Technology Solutions, EY, McKinsey & Company"
Data Scientist Intern,-1,"Pursuing Masters or equivalent advanced degree from a top tier Technology school
Record of delivering large analytical solutions with business impact
Experience on R/SAS/Matlab and SQL
Excellent Microsoft Office skills, including a strong working knowledge of Excel
Problem solving ability and passion for big data
Excellent communication and data presentation skills
Fluent written and spoken English
Amazon's looking for Data Scientist to optimize one of the most complex logistics systems in the world. Academic and/or practical background in Computer Science, Engineering, Operations Research, or Process Control are particularly relevant for this position. Experience in the integration of model-based engineering tools and/or multidisciplinary analysis & optimization is also a plus.

Major Responsibilities:
Use data analyses and statistical techniques to develop solutions to improve customer experience and to guide business decision making
Identify predictors and causes of business related problems and implement novel approaches related to forecasting and prediction
Identify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations
Collaborate with multiple teams as a leader of quantitative analysis and where you develop solutions that utilize the highest standards of analytical rigor and data integrity
Analyze and solve business problems at their root
Masters or equivalent advanced degree in Computer Science, Computer Engineering, Statistics, Mathematics or related technical discipline. Hands-on experience and project based learning in computer science, engineering or mathematics is preferred.
Academic experience in manipulating/transforming data, model selection, model training, cross-validation and deployment at scale.
Academic or Project Experience with Machine and Deep Learning toolkits such as MXNet, TensorFlow, Caffe and PyTorch.
Academic Experience with Big Data platforms like Apache Spark and Hadoop.
Familiarity with data processing with Python, R & SQL.
Familiarity with AWS services related to AI/ML highly desirable, particularly Amazon EMR, AWS Lambda, SageMaker, Machine Learning, IoT, Amazon DynamoDB, Amazon S3, Amazon EC2 Container Service, Green Grass etc.",-1,ADCI - Karnataka,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Analyst,-1,"Responsibilities:
We are looking to add a Data Analyst who will partner with teams across the entire organization to ensure the highest quality of data across all workflows and to derive insights from this data to take our product to the next level. Do you have strong SQL skills and an excellent attention to detail? Are you passionate about adding product value through data discovery? If so, then this may be the role for you!

As a Data Analyst, you will directly support the growth and development of the products that our customers use every day. Daily we are aggregating billions of events from our data partners and from our customers for whom we are building world-class sales and marketing insights.

You'll work closely with the Data Science so that our modeling process has optimal data inputs, our Technical Success team to optimize customer on-boarding quality, with the Product team while building additional datasets that can be leveraged in new features and offerings, and collaborate with the Engineering team while building out and optimizing data pipelines.

You will work in a challenging, dynamic, fast paced environment with a mindset to contribute beyond basic responsibilities and constantly look for better ways to deliver top quality insights and solutions. Other responsibilities include:
• Working with different teams at 6sense to build reporting to gain deeper insights into our data

• Diving into and discovering new potential for existing data

• Providing recommendations and solutions on how to deal with problem data inputs

• Building out new methods/testing procedures for improving and ensuring data quality

Qualifications:
• 5+ years of data analysis experience

• You know SQL in and out, window functions and all

• Have worked with BI tools like Tableau, Domo, Qlikview, etc.

• You love to tell data driven stories

• Able to prioritize and execute tasks in a high-pressure, constantly changing environment

Good to have:
• Experience working Presto

• Experience with the Hadoop ecosystem including Hive

• Development experiences with various databases and DBMSs

• Proficient with data processing flowcharting techniques",4.9,"6sense
4.9",Pune,"San Francisco, CA",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Lead Data Scientist,-1,"Your Day-to-day Will Involve
Using modeling and analytics to understand how business decisions impact our bottom line. This may include assessing risks of new products, determining fraud policies, or identifying inefficiencies in existing operations.
Ensuring the team is delivering on our KPIs by using various data mining and data visualization tools to monitor portfolio performance and identify improvement opportunities
Developing hypotheses and set up your own problem frameworks to test for the best solutions. You will also scope the operational feasibility, lead implementation efforts, and monitor the success of your solutions.
Leveraging data analysis tools and technologies. For example, using machine learning to determine how we identify fraud.
Creating new solutions rooted in empathy and research that assist all customers as they work to better manage their finances.
Collaborating in a team environment. As part of our crew, you will learn to energetically rally diverse groups in pursuit of a common goal.

The Ideal Candidate Is
Innovative & Curious - You have the desire and ability to connect and empathize with our customers. You have an entrepreneurial spirit and get excited about creating new businesses and reinventing current ones. You ask why, explore, and bring your unique perspective to the table.
Analytical& Action-Oriented - You are data driven and outcome focused. You grow comfortable with ambiguity, fueled by a hunger to learn and constantly seeking out new challenges. You have a desire to take action, try new things, and sometimes fail. You persevere but know when to change course and are up for juggling multiple deliverables.
Collaborative & Team-Oriented- You always keep the people around you in the loop and are excited to communicate complex ideas clearly to make sure your co-workers understand the why behind their work and their key priorities.
Inclusive- You will empathize with those around you and care about their success, as you bring people together around whats possible.
Basic Qualifications
Bachelors degree or higher in a quantitative field (Business, Math, Economics, Finance, Statistics, Science, Engineering)
At least 1 year of work experience in analysis or consulting
Experience with or willingness to learn tools such as SQL, R, Python, Tableau
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors, which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",3.5,"PayPal
3.5",Bengaluru,"San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Square, Amazon, Apple"
Data Engineer,-1,"Location: Bangalore- India
Job ID: 19WD35705

Position Overview
As a Data Engineer, you will be responsible for building the data foundations that enable data driven marketing at Autodesk

Responsibilities
Build ETLs and data processing workflows for various projects
Setup reliable data ingestion pipelines for new data sources and integrate them with other data sets
Provide engineering support to investigate, identify and setup new tools and processes for data warehousing, data quality, reporting, business intelligence, data governance and data cataloging
Build data quality tracking mechanisms and address inevitable disruptions in data ingestion and processing
Assist in building a comprehensive data catalog and implement data governance strategies, as required by the business
Address questions and concerns from downstream data consumers
Continue to adapt to changes based on emergence of new technologies, new competitors, artificial intelligence and alternative sources of data
Qualifications
Bachelors or master’s degree in Computer Science, Engineering, Statistics, Informatics, Information Systems or in another quantitative fields
2 years of experience in data engineering or data warehousing
Intermediate to advanced SQL skills
Excellent programming skills in Python, Java, or Scala. (Python preferred)
Experience working with relational databases, query authoring as well as working familiarity with a variety of databases
Optional Experience building products in a cloud-based environment, especially AWS and its services like EC2, Lambda, API Gateway, S3, EMR, RDS, Cloudwatch etc
Optional Experience working on or integrating a diverse set of in-house or acquired technologies
Optional Experience working on Spark or a similar distributed processing platform
Optional Experience working on orchestration tools like Airflow
Optional Working knowledge of the Agile development process
The Ideal Candidate
Strong technical aptitude and strong interest to learn best of class technologies around data warehousing, data wrangling, data quality and data governance
Excellent problem solving and analysis skills
Excellent written and verbal communication skills, empathy, initiative and ownership
Superb analytical skills, technical aptitude, influencing skills and attention to detail
Eager to learn new things and passionate about technology
Flexible and be able to embrace change effectively
Ability to work effectively in teams
Process focused",4.0,"Autodesk
4.0",Bengaluru,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,₹100 to ₹500 billion (INR),-1
Data Scientist - Machine Learning/Artificial Intelligence/ Python -BFSI,-1,"Experience 4 - 10 Years
Salary 8 LPA - 16 LPA
Job Location Bengaluru

Industry:
IT-Software / Software Services

Keywords:
Data Scientist

About Job:
Core Responsibility :
Strong experience in delivering projects in using Python.
Strong experience in developing models using Image Processing and Computer Vision algorithms
Designing, developing, and deploying deep learning models on AWS environment.
Experience and Skills :
4 - 6 years- experience in Designing and Deploying Deep Learning Solutions
Excellent knowledge of Deep Learning Architectures/Convolutional Neural Networks
Excellent knowledge of Supervised Learning, Adversarial Learning
Excellent Python Coding Skills with at least 4 years of Python coding
Robust working knowledge with deep learning frameworks (like Tensorflow, Keras, PyTorch)
Hands on experience on Image Processing and Computer Vision algorithms
Experience with GPU/CUDA programming
Deep knowledge of mathematics, probability, statistics and algorithms
Understanding of data structures, data modelling and software architecture
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Must Have :
Aware of the Software Development Life Cycle and Quality concepts
Excellent experience in Python programming language for data analysis.
Excellent verbal and written communications skills; Strong interpersonal skills
Managing available resources such as cloud services, data
Good to Have :
Experience with System Development Life Cycle methodologies (CMMI)",4.0,"Careerera
4.0",Bengaluru,"Wayland, MA",501 to 1000 employees,-1,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1
Senior Data Scientist / Algorithms Specialist,-1,"Job Description:
Should possess strong design and architecture skills.
Deliver solutions for Fortune 100 customers using an Agile Development model
Understanding and working to come up with solutions to problems, design and architect, Building and collaborating with business and technical teams to deliver software.
Positions : 10

Skillset:
At least 4+ years of solid experience in the software industry
Experience working in / Understanding of Big data a technologies – worked in Hadoop, MapR and Map/Reduce, Pig, Hive
Played pivotal roles as an engineer and architect across domains
Understanding of Big data a technologies – Hadoop, MapR and Map/Reduce, Pig, Hive
NoSQL solutions like Hbase, Cassandra, MongoDB, CouchDB, and be comfortable with commercial solutions too
Expertise in SQL databases (e.g. MySQL or Oracle), Analytics platforms (e.g. Pentaho, BO or similar) and OLAP technologies
Solid technology stack in J2EE and .Net (desirable but not essential)
Be very comfortable with Agile methodologies in order to be able to arrive at difficult engineering decisions quickly.
Good to have experience with MPP databases like Netezza, ETL tools like Informatica, and BI tools like SAS etc.
Good to have knowledge of web Analytics and exposure working with data sources clickstream data etc.
Proven ability to lead a team of engineers

Other Skillset:
Passion for technology and willingness to learn is required
Have ability to work in a fast paced and dynamic work environment and be able to produce efficient and robust solution
High energy, confidence, and agility to drive a team.
A creative thinker who can bring in new ideas and innovations to the company.
Job Type: Full-time

Required experience:
Hadoop, MapR : 2 years

Required education:
Bachelor’s",4.3,"AmyLogic
4.3",Bengaluru,"Jaipur, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist- AI,-1,"Description:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.

By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.

Descriptions

We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.

Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.

Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner

Skills Required:
Must have minimum of 3-5 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc",3.5,"Lymbyc Solutions
3.5",Bengaluru,"Bengaluru, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"GRM Actuarial East & West Predictive Modeling Team is searching for a highly motivated Senior Data Scientist who is eager to make an impact on the very complex and evolving global insurance industry. The East & West Predictive Modeling Team is responsible for developing statistical models and tools that will help Libertys non-US operations improve their business results and meet their strategic priorities. You will provide highly technical analytical assessments of business issues to a mixture of technical and non-technical audiences so good communication skills are essential

Responsibilities:
Collaborate with business partners to develop predictive models that will drive strategic decision making.
Utilizes advanced analytics techniques to solve business problems. May regularly utilize, update and adapt predictive modeling tools
Work extensively with key stakeholders across East & West to understand business needs, vet opportunities, and deliver modeling solutions and tools to drive business results.
Drive projects execution and implement a robust plan for monitoring and measuring success.
Understand the business issues and data challenges in the country markets to deliver actionable insights, recommendations and business processes.
Manage and prioritize multiple moderate-to-highly complex projects including gathering business requirements, developing project goals, coordinating project timelines, developing models and communicating project status and deliverables with customers and management.
Build strong relationships and lead frequent two-way communication with in-country analytics team members and functional subject matter experts.
Help identify and model best practices which will enhance the predictive modeling and analytical capabilities of modeling groups across East & West operations.
Present findings, share insights, and make recommendations that impact profitability, growth and/or customer satisfaction.
Effectively communicate results in written, oral and presentation formats.
Expected global travel: 20-30%
Qualifications:
Masters Degree in Mathematics, Economics, Statistics or any other quantitative field plus a minimum of 4-5 years of applied business/non-academic experience preferred; Ph.D. plus a minimum of 2-4 years of experience preferred.
Proficient in predictive analytics including real-world experience in model development, validation, testing and monitoring.
Proficient with at least one language for data analysis and modeling, such as R, Python or SAS.
Experience with very large analysis datasets and Enterprise-scale database systems.
Proficient in predictive modeling including experience in the following: generalized linear models, survival models, random forests, clustering, and Bayesian approaches to data analysis.
Knowledge of insurance principles, underwriting and the various functions of an insurance organization, including Finance, Underwriting, Sales and Claims desirable.
Strong organizational skills, ability to balance multiple projects and adapt to changing needs.
Ability to perform high-level work both independently and collaboratively as a project team member or leader.
Ability to establish and build effective relationships within the organization.
Strong verbal and written communication skills, interpersonal skills, and ability to clearly and effectively communicate technical results to a non-technical business audience.
Powered by JazzHR",3.6,"Liberty Insurance Pte Ltd
3.6",Mumbai,"Singapore, Singapore",201 to 500 employees,-1,Company - Private,Insurance Operators,Insurance,Unknown / Non-Applicable,-1
"Data Scientist, Smart MFG & AI",-1,"Req. ID: 181176

Micron Technology’s vision is to transform how the world uses information to enrich life and our commitment to people, innovation, tenacity, collaboration, and customer focus allows us to fulfill our mission to be a global leader in memory and storage solutions. This means conducting business with integrity, accountability, and professionalism while supporting our global community.

Do you believe that data provides groundbreaking insight? Do you see data as an asset that builds a competitive advantage? Great…so do we!

Micron Technology operates in a highly competitive industry where innovation depends on hardworking minds extracting fresh insights from an ever-expanding data universe. We are seeking an experienced Data Engineer capable of designing and implementing large data solutions from data streams and intelligent systems, including transforming, supporting, configuring and enhancing existing data solutions. Are you experienced in applying Data Engineering and Machine learning to Big Data, never-before-solved problems for industrial manufacturing at scale? Does this sound like the right team for you? Apply today!

As a Big Data Engineer at Micron Technology Inc., you will be a key member of a multi-functional team responsible for developing and growing Micron’s methods and systems for extracting new insight for our expanding data streams. You will be collaborating with data scientists, engineers, technicians and data mining teams to design and implement systems to extract data from Micron’s business systems, transforming it into an actionable format, and as needed, creating dynamic presentation layers for use by high-level engineers and managers throughout the company. You will be creating new solutions, as well as, supporting, configuring, and improving existing solutions.

Responsibilities and Tasks

Understand the Business Problem and the Relevant Data

Maintain an intimate understanding of company and department strategy
Translate analysis requirements into data requirements
Identify and understand the data sources that are relevant to the business problem
Develop conceptual models that capture the relationships within the data
Define the data-quality objectives for the solution
Be a subject matter expert in data sources and reporting options
Architect Data Management Systems
Use understanding of the business problem and the nature of the data to select appropriate data management system (Big Data, OLTP, OLAP, etc.)
Design and implement optimum data structures in the appropriate data management system (Hadoop, Teradata, SQL Server, etc.) to satisfy the data requirements
Plan methods for archiving/deletion of information

Develop, Automate, and Orchestrate an Ecosystem of ETL Processes for Varying Volumes of Data

Identify and select the optimum methods of access for each data source (real-time/streaming, delayed, static)
Determine transformation requirements and develop processes to bring structured and unstructured data from the source to a new physical data model
Develop processes to efficiently load the transform data into the data management system
Prepare Data to Meet Analysis Requirements
Work with the data scientist to implement strategies for cleaning and preparing data for analysis (e.g., outliers, missing data, etc.)
Develop and code data extracts
Follow standard methodologies to ensure data quality and data integrity
Ensure that the data is fit to use for data science applications

Qualifications and Experience:
0-7 years of experience developing, delivering, and/or supporting data engineering, advanced analytics or business intelligence solutions
Ability to work with multiple operating systems (e.g., MS Office, Unix, Linux, etc.)
Experienced in developing ETL/ELT processes using Apache Ni-Fi and Snowflake
Significant experience with big data processing and/or developing applications and data sources via Hadoop, Yarn, Hive, Pig, Sqoop, MapReduce, HBASE, Flume, etc.
Understanding of how distributed systems work
Familiarity with software architecture (data structures, data schemas, etc.)
Strong working knowledge of databases (Oracle, MSSQL, etc.) including SQL and NoSQL.
Strong mathematics background, analytical, problem solving, and organizational skills
Strong communication skills (written, verbal and presentation)
Experience working in a global, multi-functional environment
Minimum of 2 years’ experience in any of the following: At least one high-level client, object-oriented language (e.g., C#, C++, JAVA, Python, Perl, etc.); at least one or more web programming language (PHP, MySQL, Python, Perl, JavaScript, ASP, etc.); one or more Data Extraction Tools (SSIS, Informatica etc.)
Software development
Ability to travel as needed

Education:
B.S. degree in Computer Science, Software Engineering, Electrical Engineering, Applied Mathematics or related field of study.

M.S. degree preferred.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact Form

Keywords: Hyderabad || Telangana (IN-TG) || India (IN) || SGA || Experienced || Regular || Manufacturing/Production Operations || #LI-NB1 || Tier 4 ||",-1,Micron,Hyderabad,"Scottsdale, AZ",1 to 50 employees,-1,Company - Private,Healthcare Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
